image no,Energy(x1),Contrast(x2),Correlation(X3),Variance(x4),Inverse difference moment(x5),Sum average(x6),Sum variance(x7),Sum entropy(x8),Entropy (x9),Difference Variance(x10),Difference Entropy(x11),Information measure of correlation-1(x12),Information measure of correlation-2 (x13),Maximal Correlation Coefficient (X14),Label
12294,0.978252103,0.001918159,0.903286536,0.587542626,0.999040921,2.020034101,3.857850159,0.065526111,0.096452354,0.25,0.013917065,-0.807848883,0.525811935,0.903286536,1
12295,0.934895273,0.004521017,0.925400873,0.640701369,0.997739492,2.062561095,3.736024818,0.160105435,0.235504334,0.25,0.028919833,-0.827015666,0.743006973,0.925400873,1
12296,0.982656795,0.001598721,0.89847482,0.58234127,0.999200639,2.015873016,3.877797504,0.054265984,0.079887988,0.25,0.01189089,-0.803707442,0.484167022,0.89847482,1
12297,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12298,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12299,0.984594569,0.00167308,0.878189893,0.579788495,0.99916346,2.013830796,3.884636271,0.049438001,0.07299704,0.25,0.01236783,-0.774537605,0.460443608,0.878189893,1
12300,0.979822895,0.002470212,0.860542375,0.584840889,0.998764894,2.017872711,3.856725643,0.062426505,0.092532622,0.25,0.017296957,-0.743725433,0.505162857,0.860542375,1
12301,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12302,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12303,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12304,0.989243046,0.000823426,0.917111994,0.574980058,0.999588287,2.009984046,3.916026704,0.035906611,0.052625716,0.25,0.006671092,-0.839661604,0.407321635,0.917111994,1
12305,0.991485983,0.001067887,0.85660691,0.571844012,0.999466056,2.00747521,3.924357155,0.029969078,0.044304127,0.25,0.008373879,-0.752732397,0.363938785,0.85660691,1
12306,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12307,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12308,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12309,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12310,0.991371946,0.000834637,0.892914375,0.572280908,0.999582681,2.007824726,3.926520365,0.030006035,0.044124195,0.25,0.006750628,-0.804979185,0.370546205,0.892914375,1
12311,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12312,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12313,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12314,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12315,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12316,0.957238452,0.002628435,0.934518349,0.613724612,0.998685783,2.040979689,3.794742863,0.113003742,0.165658373,0.25,0.018241473,-0.851047716,0.662017303,0.934518349,1
12317,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12318,0.964015438,0.002667922,0.919939336,0.604872881,0.998666039,2.033898305,3.808283824,0.098877832,0.14531848,0.25,0.018475682,-0.827602782,0.625232942,0.919939336,1
12319,0.915675563,0.003813883,0.952637345,0.667572464,0.998093059,2.084057971,3.732497517,0.19322186,0.282574101,0.25,0.025046523,-0.876529351,0.796460213,0.952637345,1
12320,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12321,0.945694543,0.003584229,0.929352621,0.627613501,0.998207885,2.0520908,3.762267395,0.137832857,0.202435008,0.25,0.023761353,-0.837611736,0.708330547,0.929352621,1
12322,0.979985254,0.001517274,0.917984213,0.58584267,0.999241363,2.018674136,3.869092313,0.060713453,0.089108271,0.25,0.011364502,-0.833135636,0.5130471,0.917984213,1
12323,0.988693528,0.001310616,0.8689066,0.57506007,0.999344692,2.010048056,3.907269284,0.038098576,0.056275243,0.25,0.010008653,-0.765842411,0.408320591,0.8689066,1
12324,0.990848442,0.000954426,0.883578786,0.572789907,0.999522787,2.008231926,3.922295197,0.03165571,0.046623962,0.25,0.007591432,-0.79033945,0.377988704,0.883578786,1
12325,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12326,0.943422228,0.004688645,0.909679362,0.629166667,0.997655678,2.053333333,3.74422911,0.144120005,0.212609861,0.25,0.029821017,-0.801451509,0.712838239,0.909679362,1
12327,0.943127292,0.003378378,0.936859519,0.631274131,0.998310811,2.055019305,3.761717685,0.142407327,0.208828723,0.25,0.022596853,-0.850978604,0.718771979,0.936859519,1
12328,0.987955063,0.000988386,0.910614155,0.576399185,0.999505807,2.011119348,3.907829101,0.039647199,0.058187204,0.25,0.007826975,-0.827931689,0.424388346,0.910614155,1
12329,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12330,0.959245358,0.003050109,0.919124936,0.610566449,0.998474946,2.038453159,3.792803431,0.109612609,0.161187677,0.25,0.020713446,-0.824097473,0.649669291,0.919124936,1
12331,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12332,0.979427763,0.001665706,0.911910798,0.586364437,0.999167147,2.01909155,3.865163056,0.062305882,0.091554093,0.25,0.01232068,-0.822707542,0.517044414,0.911910798,1
12333,0.965640111,0.002750688,0.912999086,0.602666292,0.998624656,2.032133033,3.810988252,0.095510869,0.140543745,0.25,0.018964692,-0.816424736,0.614900575,0.912999086,1
12334,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12335,0.980996996,0.001574803,0.909653375,0.584481627,0.999212598,2.017585302,3.871913782,0.05834381,0.085747128,0.25,0.011736751,-0.82018527,0.502265278,0.909653375,1
12336,0.973361121,0.002149471,0.912245103,0.593501984,0.998925265,2.024801587,3.839462302,0.077335614,0.113721178,0.25,0.015350356,-0.819323438,0.56545221,0.912245103,1
12337,0.98340903,0.001434309,0.905380612,0.581594234,0.999282846,2.015275387,3.882830701,0.052128023,0.076639149,0.25,0.010823802,-0.815283805,0.477484397,0.905380612,1
12338,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12339,0.963910138,0.001809955,0.947205755,0.606114882,0.999095023,2.034891905,3.820398583,0.097460056,0.142415094,0.25,0.013237191,-0.877291114,0.630824832,0.947205755,1
12340,0.921658589,0.0047994,0.934759775,0.658113048,0.9976003,2.076490439,3.721028154,0.184745883,0.271331369,0.25,0.03041313,-0.841394646,0.779808442,0.934759775,1
12341,0.924528532,0.005867069,0.915750025,0.652810955,0.997066466,2.072248764,3.708480703,0.181463179,0.267663097,0.25,0.035997172,-0.806307958,0.769531199,0.915750025,1
12342,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12343,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12344,0.993694787,0.000702388,0.874647816,0.569523881,0.999648806,2.005619105,3.941178622,0.023026264,0.033922264,0.25,0.005802199,-0.782395255,0.324737338,0.874647816,1
12345,0.993446876,0.000730079,0.874633891,0.569800793,0.99963496,2.005840634,3.939375126,0.023806817,0.035076057,0.25,0.006002706,-0.781871733,0.329840027,0.874633891,1
12346,0.954295421,0.00195848,0.955234671,0.618439091,0.99902076,2.044751273,3.799640651,0.117551423,0.171549335,0.25,0.014168834,-0.890215459,0.67907938,0.955234671,1
12347,0.993327274,0.00083632,0.856723469,0.569817802,0.99958184,2.005854241,3.937436187,0.024289633,0.035878853,0.25,0.006762553,-0.756464177,0.330149185,0.856723469,1
12348,0.969661407,0.001709089,0.940309329,0.598818135,0.999145456,2.029054508,3.835522114,0.084840952,0.124108709,0.25,0.01259759,-0.866542351,0.595535934,0.940309329,1
12349,0.934469323,0.004122295,0.932889385,0.64179692,0.997938853,2.063437536,3.741131542,0.160176364,0.235207941,0.25,0.02675073,-0.840994667,0.745602625,0.932889385,1
12350,0.957870097,0.00177246,0.956084372,0.61401213,0.99911377,2.041209704,3.808879653,0.109906791,0.160334442,0.25,0.013000111,-0.892895921,0.66310309,0.956084372,1
12351,0.962461301,0.003258699,0.90496822,0.606124514,0.998370651,2.034899611,3.796958106,0.103155434,0.152080532,0.25,0.021914084,-0.801306754,0.630867596,0.90496822,1
12352,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12353,0.976880363,0.002405207,0.883919808,0.588674307,0.998797397,2.020939445,3.84719162,0.069489626,0.102657546,0.25,0.016905995,-0.776302281,0.533915724,0.883919808,1
12354,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12355,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12356,0.971284279,0.002883304,0.888420176,0.595229398,0.998558348,2.026183518,3.824128407,0.08316261,0.122861589,0.25,0.019743065,-0.779376436,0.575702431,0.888420176,1
12357,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12358,0.96157196,0.00274988,0.922941716,0.607932807,0.99862506,2.036346246,3.801752342,0.104215096,0.153100483,0.25,0.018959935,-0.831797746,0.638738258,0.922941716,1
12359,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12360,0.954987106,0.003344482,0.919757346,0.615732999,0.998327759,2.042586399,3.780592581,0.11889779,0.174877733,0.25,0.022403911,-0.823490787,0.669475411,0.919757346,1
12361,0.989162049,0.000907382,0.908634942,0.574976505,0.999546309,2.009981204,3.914512818,0.036264554,0.053226074,0.25,0.007263134,-0.826143435,0.407277176,0.908634942,1
12362,0.990584065,0.001106083,0.86691452,0.572932378,0.999446958,2.008345902,3.919117731,0.03259246,0.048127064,0.25,0.008634504,-0.765773734,0.380025384,0.86691452,1
12363,0.994056172,0.000662032,0.874668105,0.569120324,0.999668984,2.00529626,3.94384312,0.021879842,0.032227972,0.25,0.00550802,-0.7831851,0.317054013,0.874668105,1
12364,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12365,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12366,0.993154212,0.000762777,0.874617445,0.570127765,0.999618612,2.006102212,3.937270413,0.024722389,0.036429645,0.25,0.006238111,-0.781271355,0.335700175,0.874617445,1
12367,0.968337858,0.003030303,0.894197103,0.598829201,0.998484848,2.029063361,3.814210256,0.090002115,0.132875908,0.25,0.020598715,-0.786771834,0.595594293,0.894197103,1
12368,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12369,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12370,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12371,0.971064551,0.002528886,0.904255861,0.595964138,0.998735557,2.02677131,3.827947612,0.0831534,0.122493884,0.25,0.017648364,-0.804736868,0.579917258,0.904255861,1
12372,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12373,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12374,0.986268034,0.001711743,0.857629487,0.577620393,0.999144129,2.012096314,3.891413792,0.045098798,0.066775555,0.25,0.012614493,-0.746465559,0.438072978,0.857629487,1
12375,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12376,0.967585216,0.002004738,0.934085151,0.601113997,0.998997631,2.030891197,3.82600049,0.089969483,0.131803266,0.25,0.014456648,-0.854295386,0.607305897,0.934085151,1
12377,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12378,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12379,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12380,0.964872476,0.001972387,0.940517358,0.604659763,0.999013807,2.033727811,3.820089463,0.095753664,0.140115723,0.25,0.014255472,-0.865001839,0.624257638,0.940517358,1
12381,0.972779235,0.002136392,0.914847261,0.594264772,0.998931804,2.025411818,3.837949123,0.078643305,0.115594699,0.25,0.015270005,-0.823345611,0.57003916,0.914847261,1
12382,0.979573087,0.002002002,0.891366283,0.585752419,0.998998999,2.018601935,3.861356119,0.062457697,0.092109411,0.25,0.014439652,-0.78998514,0.512348251,0.891366283,1
12383,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12384,0.976712295,0.001788067,0.91684506,0.589673913,0.999105966,2.02173913,3.854524822,0.068970015,0.101290766,0.25,0.013098888,-0.829065537,0.540832173,0.91684506,1
12385,0.989439761,0.000932564,0.903145909,0.574594189,0.999533718,2.009675351,3.915514169,0.035545253,0.052213525,0.25,0.007439162,-0.817928833,0.402437785,0.903145909,1
12386,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12387,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12388,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12389,0.955633597,0.002114165,0.949968537,0.616486711,0.998942918,2.043189369,3.799490559,0.115213407,0.168331976,0.25,0.015133272,-0.880049012,0.672200184,0.949968537,1
12390,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12391,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12392,0.949305789,0.00554939,0.877159629,0.620306141,0.997225305,2.046244913,3.742886424,0.133632935,0.198340962,0.25,0.034357866,-0.749666063,0.685427539,0.877159629,1
12393,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12394,0.964608333,0.002255639,0.931938347,0.604636591,0.99887218,2.033709273,3.815372072,0.09687023,0.142009839,0.25,0.015999684,-0.84915183,0.624151311,0.931938347,1
12395,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12396,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12397,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12398,0.990194169,0.000611309,0.933516456,0.574046952,0.999694345,2.009237562,3.923587429,0.032925605,0.048112917,0.25,0.005134754,-0.86744739,0.395314927,0.933516456,1
12399,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12400,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12401,0.983179692,0.001418122,0.907939238,0.581905881,0.999290939,2.015524705,3.882149928,0.052679919,0.07741918,0.25,0.010717759,-0.819176407,0.48029685,0.907939238,1
12402,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12403,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12404,0.983589209,0.001431453,0.904451244,0.581369152,0.999284274,2.015095322,3.883574785,0.051668862,0.075973864,0.25,0.010805107,-0.81396346,0.475430657,0.904451244,1
12405,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12406,0.982417305,0.00199551,0.872010216,0.582143303,0.999002245,2.015714642,3.872033369,0.055396672,0.081916013,0.25,0.014399316,-0.763111157,0.482415685,0.872010216,1
12407,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12408,0.984447276,0.001141832,0.920773224,0.58064697,0.999429084,2.014517576,3.890846498,0.04902427,0.071868903,0.25,0.008877229,-0.841113288,0.468709227,0.920773224,1
12409,0.971793968,0.003076134,0.877636729,0.594329445,0.998461933,2.025463556,3.823293878,0.082246818,0.121733211,0.25,0.02086401,-0.762906114,0.570423587,0.877636729,1
12410,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12411,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12412,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12413,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12414,0.985176439,0.001111696,0.918931813,0.579760546,0.999444152,2.013808437,3.894202595,0.047113725,0.069082434,0.25,0.008672689,-0.838693287,0.460169239,0.918931813,1
12415,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12416,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12417,0.979983904,0.002333042,0.868104021,0.584809711,0.998833479,2.017847769,3.85888195,0.061872821,0.091596654,0.25,0.01646991,-0.755000453,0.504912897,0.868104021,1
12418,0.96304782,0.002987623,0.91206016,0.605713828,0.998506189,2.034571063,3.801807798,0.101478087,0.149389555,0.25,0.020351035,-0.813572963,0.629036086,0.91206016,1
12419,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12420,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12421,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12422,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12423,0.957891895,0.002899812,0.926056723,0.612521749,0.998550094,2.040017399,3.792163758,0.112161034,0.164713979,0.25,0.019839519,-0.835856277,0.65740689,0.926056723,1
12424,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12425,0.958498298,0.003485839,0.908334977,0.610974946,0.998257081,2.038779956,3.78551751,0.111878994,0.164893108,0.25,0.02320628,-0.805136373,0.651311486,0.908334977,1
12426,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12427,0.966890623,0.001566416,0.950344098,0.602574144,0.999216792,2.032059315,3.830904067,0.090570285,0.132231717,0.25,0.011682615,-0.884367298,0.614457493,0.950344098,1
12428,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12429,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12430,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12431,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12432,0.983979804,0.001536098,0.893963148,0.580741167,0.999231951,2.014592934,3.883794356,0.050831864,0.074870976,0.25,0.011486546,-0.797884468,0.46959762,0.893963148,1
12433,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12434,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12435,0.993849832,0.00062282,0.887328174,0.569428874,0.99968859,2.005543099,3.943071954,0.022454775,0.033018213,0.25,0.005219819,-0.800973713,0.322955582,0.887328174,1
12436,0.994661352,0.000668757,0.856807694,0.56835162,0.999665622,2.004681296,3.947544378,0.020022016,0.029554419,0.25,0.005557204,-0.759651807,0.301511184,0.856807694,1
12437,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12438,0.989481718,0.000679348,0.930956348,0.574860356,0.999660326,2.009888285,3.919180635,0.035000645,0.051174605,0.25,0.005634536,-0.862475021,0.405818446,0.930956348,1
12439,0.983929766,0.001945127,0.86232982,0.580287674,0.999027437,2.014230139,3.878708595,0.051478005,0.07621219,0.25,0.014085549,-0.750489297,0.46528743,0.86232982,1
12440,0.993739119,0.000519211,0.909575711,0.56969815,0.999740395,2.00575852,3.943747835,0.022633923,0.033173059,0.25,0.004445971,-0.833950894,0.327964019,0.909575711,1
12441,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12442,0.98692865,0.001056338,0.912089978,0.577611502,0.999471831,2.012089202,3.90235315,0.042475729,0.062335861,0.25,0.008294808,-0.829233764,0.43797639,0.912089978,1
12443,0.994657269,0.000594935,0.874701823,0.568449346,0.999702533,2.004759476,3.948374826,0.01994879,0.029374955,0.25,0.005013372,-0.784577945,0.303559161,0.874701823,1
12444,0.992020014,0.000889567,0.874553628,0.571395667,0.999555217,2.007116533,3.929343737,0.0282151,0.041595352,0.25,0.007138177,-0.779101514,0.356931146,0.874553628,1
12445,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12446,0.976961836,0.002385821,0.884508792,0.588594922,0.998807089,2.020875937,3.84769662,0.069269837,0.102321071,0.25,0.016789068,-0.777274873,0.533356941,0.884508792,1
12447,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12448,0.975273676,0.002071639,0.908573163,0.591152098,0.998964181,2.022921679,3.846241048,0.072794828,0.107092376,0.25,0.014871007,-0.81441943,0.550673564,0.908573163,1
12449,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12450,0.992570295,0.000727107,0.891527111,0.57090718,0.999636446,2.006725744,3.934377038,0.026398021,0.038811401,0.25,0.005981239,-0.804813547,0.349012974,0.891527111,1
12451,0.975436583,0.001400756,0.93953036,0.591799155,0.999299622,2.023439324,3.856078132,0.071222727,0.104153431,0.25,0.010603785,-0.867764408,0.554844916,0.93953036,1
12452,0.980387263,0.001676221,0.906561641,0.585128985,0.999161889,2.018103188,3.868391302,0.059994695,0.08823027,0.25,0.012387902,-0.814716609,0.507459268,0.906561641,1
12453,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12454,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12455,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12456,0.947430152,0.002966655,0.940202872,0.626134745,0.998516673,2.050907796,3.773590207,0.133270481,0.195235317,0.25,0.020229131,-0.858632795,0.703927707,0.940202872,1
12457,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12458,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12459,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12460,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12461,0.950607562,0.003470214,0.924452608,0.621300848,0.998264893,2.047040679,3.771310451,0.127949192,0.188061879,0.25,0.023117878,-0.83027366,0.688722064,0.924452608,1
12462,0.987000927,0.001255354,0.893118593,0.577268867,0.999372323,2.011815094,3.900095011,0.042586876,0.062695229,0.25,0.009640752,-0.799688474,0.434220967,0.893118593,1
12463,0.977968949,0.001836547,0.909072261,0.588007601,0.999081726,2.020406081,3.857964485,0.066076201,0.097164355,0.25,0.013404865,-0.817033427,0.529177918,0.909072261,1
12464,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12465,0.956021369,0.002755989,0.933156121,0.615146456,0.998622006,2.042117165,3.790654755,0.115734475,0.169725542,0.25,0.018995929,-0.848097177,0.667327418,0.933156121,1
12466,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12467,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12468,0.995603458,0.000440459,0.888668222,0.567455168,0.99977977,2.003964134,3.956388313,0.016776116,0.024643279,0.25,0.003844097,-0.806807128,0.281589257,0.888668222,1
12469,0.967137864,0.002542698,0.916154249,0.601000288,0.998728651,2.03080023,3.817422969,0.09190522,0.135133903,0.25,0.017730888,-0.82255225,0.606738408,0.916154249,1
12470,0.978354791,0.001447387,0.92834686,0.588010204,0.999276306,2.020408163,3.864546665,0.064495533,0.094494772,0.25,0.010909352,-0.849631577,0.529196616,0.92834686,1
12471,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12472,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12473,0.975880689,0.001111111,0.951710629,0.591600529,0.999444444,2.023280423,3.861835216,0.069584577,0.101500436,0.25,0.00866871,-0.890468874,0.553572974,0.951710629,1
12474,0.996752356,0.000325203,0.888726049,0.566158537,0.999837398,2.002926829,3.965806199,0.012880018,0.018907142,0.25,0.002936877,-0.810114243,0.248156678,0.888726049,1
12475,0.99637783,0.000453427,0.856915783,0.566467483,0.999773287,2.003173986,3.961580654,0.014280781,0.021056238,0.25,0.003944109,-0.764736857,0.256731847,0.856915783,1
12476,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12477,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12478,0.962810965,0.004030346,0.878512304,0.604680338,0.997984827,2.033744271,3.788286153,0.10346796,0.15330306,0.25,0.026245151,-0.758664049,0.624352001,0.878512304,1
12479,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12480,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12481,0.97728939,0.002239642,0.890621051,0.588362529,0.998880179,2.020690023,3.850572494,0.068291455,0.100763386,0.25,0.01590217,-0.787032068,0.531712898,0.890621051,1
12482,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12483,0.994950796,0.000632425,0.856825943,0.568033722,0.999683787,2.004426977,3.949821316,0.019075778,0.028152956,0.25,0.005290638,-0.760416905,0.294689935,0.856825943,1
12484,0.981115444,0.001244387,0.929463405,0.584750176,0.999377807,2.017800141,3.876869936,0.057486164,0.084179391,0.25,0.009567455,-0.853294426,0.504434803,0.929463405,1
12485,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12486,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12487,0.977065733,0.00175,0.917403467,0.589270833,0.999125,2.021416667,3.856169602,0.068074674,0.099960994,0.25,0.012857712,-0.830225234,0.538069511,0.917403467,1
12488,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12489,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12490,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12491,0.980057477,0.001858228,0.89726592,0.585317948,0.999070886,2.018254359,3.864877407,0.061072676,0.089967475,0.25,0.013541284,-0.799628868,0.508952609,0.89726592,1
12492,0.976386822,0.001804511,0.917269502,0.590068922,0.999097744,2.022055138,3.853271686,0.069761013,0.102448379,0.25,0.01320282,-0.829573414,0.543505962,0.917269502,1
12493,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12494,0.988129759,0.001073729,0.900559106,0.576070747,0.999463135,2.010856597,3.907510638,0.039311762,0.057788613,0.25,0.00841383,-0.812389705,0.420556384,0.900559106,1
12495,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12496,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12497,0.991427333,0.001075269,0.856603192,0.571908602,0.999462366,2.007526882,3.923954836,0.030146545,0.04456754,0.25,0.008424351,-0.752623214,0.364928982,0.856603192,1
12498,0.975116047,0.002380952,0.894220652,0.590959821,0.998809524,2.022767857,3.841798772,0.073623844,0.108597707,0.25,0.016759674,-0.791130533,0.54941838,0.894220652,1
12499,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12500,0.946269255,0.003508772,0.930151848,0.626954615,0.998245614,2.051563692,3.764142816,0.136574653,0.200544347,0.25,0.023335904,-0.839277145,0.706382437,0.930151848,1
12501,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12502,0.992310208,0.000964187,0.856659131,0.570936639,0.999517906,2.006749311,3.930100264,0.027453633,0.040571408,0.25,0.007659256,-0.754325114,0.349499316,0.856659131,1
12503,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12504,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12505,0.994805368,0.000650679,0.856816775,0.568193437,0.999674661,2.00455475,3.948673214,0.019552196,0.028858535,0.25,0.005424817,-0.760028675,0.29814817,0.856816775,1
12506,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12507,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12508,0.981189852,0.001458886,0.915930782,0.584383289,0.999270557,2.017506631,3.874159829,0.057682166,0.084676661,0.25,0.010984466,-0.830597648,0.501465467,0.915930782,1
12509,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12510,0.953591575,0.002551834,0.941822763,0.618587188,0.998724083,2.04486975,3.789348172,0.120246722,0.176031184,0.25,0.017785431,-0.863593856,0.679590971,0.941822763,1
12511,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
12512,0.988552248,0.001437556,0.856420444,0.575078616,0.999281222,2.010062893,3.905135245,0.038629841,0.057168637,0.25,0.010845055,-0.747803763,0.408551484,0.856420444,1
12513,0.966726392,0.001711883,0.945765837,0.602598991,0.999144059,2.032079193,3.828277828,0.091239066,0.133342031,0.25,0.012615386,-0.875559662,0.614577065,0.945765837,1
12514,0.945972648,0.003116478,0.93879728,0.627859477,0.998441761,2.052287582,3.769333735,0.136404224,0.199906175,0.25,0.021096975,-0.855508862,0.70905228,0.93879728,1
12515,0.960657303,0.002098321,0.943667378,0.60996203,0.998950839,2.037969624,3.809195649,0.104890108,0.153422761,0.25,0.015035664,-0.869414005,0.647213851,0.943667378,1
12516,0.994842683,0.000645995,0.856819128,0.568152455,0.999677003,2.004521964,3.948967007,0.019430147,0.028677771,0.25,0.005390437,-0.76012754,0.297266905,0.856819128,1
